,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,international_gross,genre_ids
804,37,22-Nov-95,Toy Story,30,191,364,173,"[animation, comedy, family]"
805,38,15-Aug-18,Crazy Rich Asians,30,174,238,64,"[comedy, drama, romance]"
806,42,10-Feb-12,The Vow,30,125,197,72,"[drama, romance]"
807,57,18-Dec-15,Sisters,30,87,106,19,[comedy]
808,69,28-Sep-12,Looper,30,66,170,104,"[action, thriller, sci-fi]"
809,70,1-Feb-13,Warm Bodies,30,66,115,49,"[horror, comedy, romance]"
810,72,17-Jan-14,The Nut Job,30,64,122,58,"[animation, comedy, family, adventure]"
811,75,8-Aug-12,Hope Springs,30,63,133,70,"[drama, comedy, romance]"
812,83,20-May-11,Midnight in Paris,30,56,162,106,"[fantasy, comedy, romance]"
813,84,22-Nov-17,Darkest Hour,30,56,150,94,"[drama, history]"
814,84,22-Nov-17,Darkest Hour,30,56,150,94,"[drama, history]"
815,88,11-May-18,Life of the Party,30,53,65,12,[comedy]
816,89,14-May-10,Letters to Juliet,30,53,82,29,"[comedy, drama, romance]"
817,92,24-Jul-15,Southpaw,30,52,94,42,"[action, drama]"
818,94,28-Jul-17,Atomic Blonde,30,51,98,47,"[action, mystery, thriller]"
819,100,18-Sep-15,Sicario,30,46,84,38,"[action, crime, thriller]"
820,100,18-Sep-15,Sicario,30,46,84,38,"[action, crime, thriller]"
821,3,19-Jan-18,Den of Thieves,30,44,80,36,"[action, thriller, crime]"
822,4,13-Apr-12,The Three Stooges,30,44,54,10,[comedy]
823,6,24-Oct-14,John Wick,30,43,76,33,"[action, thriller]"
824,8,24-Apr-15,The Age of Adaline,30,42,68,26,"[fantasy, drama, romance]"
825,9,6-Aug-10,Step Up 3D,30,42,165,123,"[drama, romance]"
826,11,13-Apr-12,The Cabin in the Woods,30,42,70,28,"[horror, comedy, thriller]"
827,11,13-Apr-12,The Cabin in the Woods,30,42,70,28,"[horror, comedy, thriller]"
828,14,8-Apr-11,Hanna,30,40,65,25,"[action, thriller, adventure]"
829,22,13-Sep-13,The Family,30,36,51,15,"[horror, thriller]"
830,22,13-Sep-13,The Family,30,36,51,15,"[crime, comedy, action]"
831,22,13-Sep-13,The Family,30,36,51,15,[drama]
832,23,9-Feb-18,The 15:17 to Paris,30,36,56,20,"[drama, history, thriller]"
833,25,1-Jul-11,Larry Crowne,30,35,61,26,"[comedy, romance, drama]"
834,26,18-Oct-13,Carrie,30,35,82,47,"[horror, thriller]"
835,26,18-Oct-13,Carrie,30,35,82,47,"[drama, horror]"
836,28,2-Mar-18,Death Wish,30,34,48,14,"[action, crime, drama, thriller]"
837,30,3-Jun-15,Entourage,30,32,46,14,[comedy]
838,32,8-Feb-13,Side Effects,30,32,66,34,"[thriller, crime, drama]"
839,32,8-Feb-13,Side Effects,30,32,66,34,"[music, drama]"
840,34,2-Jul-14,Deliver Us from Evil,30,30,87,57,"[thriller, crime, horror]"
841,35,1-Aug-14,Get on Up,30,30,33,3,"[drama, music]"
842,37,27-Apr-12,The Five-Year Engagement,30,28,61,33,"[romance, comedy]"
843,39,15-Jul-11,Winnie the Pooh,30,26,50,24,"[animation, family]"
844,42,14-Sep-18,White Boy Rick,30,24,25,1,"[crime, drama]"
845,45,4-Feb-11,Sanctum,30,23,108,85,"[action, thriller]"
846,47,25-Aug-17,Ballerina,30,21,96,75,"[animation, adventure, comedy, family]"
847,47,25-Aug-17,Ballerina,30,21,96,75,"[animation, adventure, comedy, family]"
848,49,19-Nov-10,The Next Three Days,30,21,67,46,"[romance, drama, thriller, crime]"
849,50,12-Jan-18,Proud Mary,30,20,21,1,"[thriller, action, crime]"
850,53,4-Oct-13,Runner Runner,30,19,60,41,"[crime, thriller, drama]"
851,55,28-Apr-17,Baahubali 2: The Conclusion,30,18,263,245,"[action, drama]"
852,58,19-Aug-11,Fright Night,30,18,40,22,"[horror, comedy]"
853,59,15-Sep-17,mother!,30,17,42,25,"[drama, horror, mystery]"
854,60,9-Oct-15,Steve Jobs,30,17,35,18,"[drama, history]"
855,60,9-Oct-15,Steve Jobs,30,17,35,18,"[drama, history]"
856,74,18-Jan-13,The Last Stand,30,12,48,36,"[action, crime, thriller]"
857,78,8-Mar-13,Dead Man Down,30,10,19,9,"[thriller, action, crime, drama]"
858,82,14-Apr-17,The Lost City of Z,30,8,17,9,"[adventure, drama, history]"
859,82,14-Apr-17,The Lost City of Z,30,8,17,9,"[adventure, drama, history]"
860,84,3-Feb-17,The Space Between Us,30,7,16,9,"[romance, adventure, sci-fi, drama]"
861,86,14-Jan-11,Barney's Version,30,7,8,1,"[comedy, drama]"
862,86,14-Jan-11,Barney's Version,30,7,8,1,"[comedy, drama]"
863,88,31-Aug-18,Kin,30,5,10,5,"[sci-fi, action]"
864,90,22-Sep-17,Stronger,30,4,8,4,[drama]
865,13,24-Feb-17,Collide,29,2,5,3,"[thriller, action]"
866,14,15-May-15,Pitch Perfect 2,29,184,287,103,"[comedy, music]"
867,16,28-Sep-18,Night School,29,77,103,26,[documentary]
868,16,28-Sep-18,Night School,29,77,103,26,[comedy]
869,17,8-Apr-16,The Boss,29,63,78,15,[comedy]
870,21,18-Aug-17,Logan Lucky,29,27,44,17,"[action, comedy, crime, drama]"
871,22,12-Aug-16,Florence Foster Jenkins,29,27,56,29,"[comedy, drama]"
872,35,14-Aug-15,Straight Outta Compton,28,161,202,41,"[drama, music]"
873,35,14-Aug-15,Straight Outta Compton,28,161,202,41,"[drama, music]"
874,36,21-Jul-17,Girls Trip,28,115,140,25,[comedy]
875,40,1-Nov-17,A Bad Moms Christmas,28,72,127,55,[comedy]
876,40,1-Nov-17,A Bad Moms Christmas,28,72,127,55,[comedy]
877,41,14-Feb-13,Safe Haven,28,71,94,23,[romance]
878,42,11-Dec-15,The Big Short,28,70,133,63,"[comedy, drama]"
879,44,10-Oct-14,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28,66,101,35,"[family, comedy]"
880,46,28-Jan-13,Last Vegas,28,63,112,49,[comedy]
881,50,15-Jun-18,Tag,28,54,77,23,[drama]
882,50,15-Jun-18,Tag,28,54,77,23,"[comedy, drama]"
883,52,25-Apr-03,Identity,28,52,82,30,[drama]
884,54,16-Apr-10,Kick-Ass,28,48,97,49,"[action, crime]"
885,60,12-Aug-11,30 Minutes or Less,28,37,40,3,"[action, adventure, comedy]"
886,64,21-Feb-14,3 Days to Kill,28,30,38,8,"[action, drama, thriller, crime]"
887,65,16-Aug-13,Kick-Ass 2,28,28,63,35,"[action, adventure, crime]"
888,67,19-Sep-14,A Walk Among the Tombstones,28,26,62,36,"[crime, drama, mystery, thriller]"
889,68,15-Jan-10,The Spy Next Door,28,24,46,22,"[action, comedy, family]"
890,69,25-Apr-14,Brick Mansions,28,20,73,53,"[action, crime, drama]"
891,72,21-Aug-15,American Ultra,28,14,30,16,"[comedy, action]"
892,74,5-Feb-16,Pride and Prejudice and Zombies,28,10,16,6,"[romance, horror, comedy, thriller]"
893,86,13-Jan-12,Joyful Noise,27,30,31,1,"[comedy, music]"
894,90,28-Oct-11,Anonymous,27,4,15,11,"[drama, history, thriller]"
895,91,18-Mar-11,Limitless,27,79,155,76,"[thriller, mystery, sci-fi]"
896,98,13-May-16,Money Monster,27,41,93,52,"[thriller, drama]"
897,100,19-Aug-11,Spy Kids: All the Time in the World,27,38,80,42,"[family, comedy, action]"
898,21,6-Aug-03,Freaky Friday,26,110,160,50,"[music, family, fantasy, tv movie, comedy]"
899,30,19-Aug-05,Red Eye,26,57,96,39,[horror]
900,33,26-Apr-13,Pain & Gain,26,49,81,32,"[thriller, crime, action, comedy]"
901,37,22-Jan-10,Legion,26,40,67,27,[horror]
902,37,22-Jan-10,Legion,26,40,67,27,[horror]
903,38,29-Aug-12,Lawless,26,37,54,17,"[crime, drama]"
904,41,4-Dec-09,Brothers,26,28,45,17,[drama]
905,41,4-Dec-09,Brothers,26,28,45,17,"[crime, drama]"
906,42,17-Oct-14,The Best of Me,26,26,41,15,"[drama, romance]"
907,45,27-Apr-12,The Raven,26,16,30,14,"[horror, action, thriller, sci-fi]"
908,45,27-Apr-12,The Raven,26,16,30,14,"[crime, thriller, mystery]"
909,50,18-Oct-13,The Fifth Estate,26,3,6,3,"[drama, thriller]"
910,63,10-Aug-11,The Help,25,169,213,44,[drama]
911,64,25-Dec-16,Hidden Figures,25,169,231,62,"[drama, history]"
912,64,25-Dec-16,Hidden Figures,25,169,231,62,"[drama, history]"
913,67,17-Jan-14,Ride Along,25,134,153,19,"[action, comedy]"
914,77,5-Feb-10,Dear John,25,80,142,62,"[drama, romance, war]"
915,79,25-Dec-12,Parental Guidance,25,77,120,43,[comedy]
916,84,21-Jan-11,No Strings Attached,25,70,149,79,"[comedy, romance]"
917,85,13-Jan-12,Contraband,25,66,98,32,"[thriller, action, drama, crime]"
918,87,20-Apr-12,The Lucky One,25,60,96,36,"[drama, romance]"
919,92,22-Apr-11,Madea's Big Happy Family,25,53,54,1,"[comedy, drama]"
920,95,27-Jan-12,The Grey,25,51,81,30,"[drama, thriller, action, adventure]"
921,95,27-Jan-12,The Grey,25,51,81,30,"[drama, thriller, action, adventure]"
922,96,28-Jan-05,Hide and Seek,25,51,123,72,"[drama, fantasy, horror]"
923,96,28-Jan-05,Hide and Seek,25,51,123,72,"[romance, drama]"
924,2,15-Aug-14,The Giver,25,45,66,21,"[drama, sci-fi]"
925,6,20-Nov-15,The Night Before,25,43,52,9,[comedy]
926,6,20-Nov-15,The Night Before,25,43,52,9,[comedy]
927,15,25-Dec-13,August: Osage County,25,37,50,13,"[comedy, drama]"
928,15,25-Dec-13,August: Osage County,25,37,50,13,"[comedy, drama]"
929,17,16-May-14,Million Dollar Arm,25,36,39,3,[drama]
930,21,7-Sep-18,Peppermint,25,35,51,16,"[thriller, action, drama]"
931,25,10-Dec-14,The Gambler,25,33,38,5,"[thriller, crime, drama]"
932,29,17-Feb-17,Fist Fight,25,32,40,8,[comedy]
933,32,9-Dec-11,The Sitter,25,30,38,8,[comedy]
934,36,11-Apr-14,Draft Day,25,28,29,1,[drama]
935,38,3-Feb-17,Rings,25,27,82,55,[horror]
936,43,26-Aug-11,Don't Be Afraid of the Dark,25,24,39,15,"[fantasy, horror, thriller]"
937,44,23-Apr-10,The Losers,25,23,29,6,"[action, adventure, crime, mystery, thriller]"
938,46,24-Aug-07,War,25,22,40,18,"[action, crime, thriller]"
939,50,11-Feb-11,The Eagle,25,19,38,19,"[adventure, drama]"
940,53,24-Mar-17,CHiPS,25,18,23,5,"[action, comedy, crime]"
941,56,22-Dec-17,Father Figures,25,17,21,4,[comedy]
942,56,22-Dec-17,Father Figures,25,17,21,4,[comedy]
943,58,25-Oct-13,The Counselor,25,16,71,55,"[thriller, crime, drama]"
944,60,7-Dec-18,Mary Queen of Scots,25,16,46,30,"[drama, history]"
945,63,18-Apr-86,Legend,25,15,23,8,"[adventure, fantasy]"
946,63,18-Apr-86,Legend,25,15,23,8,"[adventure, fantasy]"
947,63,18-Apr-86,Legend,25,15,23,8,"[crime, thriller]"
948,63,18-Apr-86,Legend,25,15,23,8,"[adventure, fantasy]"
949,63,18-Apr-86,Legend,25,15,23,8,"[crime, thriller]"
950,10,20-Nov-15,Legend,25,1,42,41,"[adventure, fantasy]"
951,10,20-Nov-15,Legend,25,1,42,41,"[adventure, fantasy]"
952,10,20-Nov-15,Legend,25,1,42,41,"[crime, thriller]"
953,10,20-Nov-15,Legend,25,1,42,41,"[adventure, fantasy]"
954,10,20-Nov-15,Legend,25,1,42,41,"[crime, thriller]"
955,66,6-Nov-09,The Box,25,15,34,19,[]
956,66,6-Nov-09,The Box,25,15,34,19,"[animation, drama]"
957,66,6-Nov-09,The Box,25,15,34,19,[thriller]
958,66,6-Nov-09,The Box,25,15,34,19,[]
959,66,6-Nov-09,The Box,25,15,34,19,[music]
960,68,8-Oct-10,My Soul to Take,25,14,16,2,"[drama, horror, mystery, thriller]"
961,74,9-Sep-11,Warrior,25,13,24,11,[drama]
962,76,22-Sep-17,Battle of the Sexes,25,12,18,6,[comedy]
963,76,22-Sep-17,Battle of the Sexes,25,12,18,6,"[comedy, drama, history]"
964,76,22-Sep-17,Battle of the Sexes,25,12,18,6,"[comedy, drama, history]"
965,77,21-Dec-12,Cirque du Soleil: Worlds Away,25,12,28,16,"[fantasy, family, music, drama]"
966,78,13-Nov-15,The 33,25,12,28,16,"[drama, history]"
967,80,15-Apr-11,The Conspirator,25,11,15,4,"[crime, drama, history]"
968,88,16-Sep-11,Straw Dogs,25,10,11,1,"[drama, thriller]"
969,94,25-Nov-09,The Road,25,8,29,21,"[crime, horror, thriller]"
970,95,12-Oct-18,Beautiful Boy,25,7,13,6,[drama]
971,95,12-Oct-18,Beautiful Boy,25,7,13,6,[drama]
972,2,25-Apr-08,Deception,25,4,12,8,[]
973,7,16-Dec-11,Carnage,25,2,38,36,"[comedy, drama]"
974,8,1-Sep-17,Tulip Fever,25,2,6,4,"[drama, romance]"
975,12,29-Jan-16,Jane Got a Gun,25,1,3,2,"[action, drama, western]"
976,36,20-Jun-14,Think Like a Man Too,24,65,70,5,"[comedy, romance]"
977,37,16-Dec-16,Fences,24,57,64,7,[drama]
978,37,16-Dec-16,Fences,24,57,64,7,[drama]
979,39,14-Oct-11,Footloose,24,51,62,11,"[drama, music, romance]"
980,40,7-Apr-17,Going in Style,24,45,78,33,"[crime, comedy]"
981,52,20-Aug-10,Piranha 3D,24,25,83,58,"[comedy, horror]"
982,53,24-Nov-10,Faster,24,23,35,12,"[crime, drama, action, thriller]"
983,58,16-Sep-11,I Don't Know How She Does It,24,9,24,15,"[romance, comedy]"
984,60,20-Dec-13,Dhoom 3,24,8,11,3,"[action, thriller]"
985,71,16-Nov-18,Green Book,23,85,322,237,"[drama, comedy]"
986,72,7-Apr-95,Bad Boys,23,65,141,76,"[action, comedy, crime, thriller]"
987,72,7-Apr-95,Bad Boys,23,65,141,76,[documentary]
988,73,16-Jan-15,The Wedding Ringer,23,64,80,16,[comedy]
989,76,7-Oct-11,The Ides of March,23,40,77,37,[drama]
990,78,5-Oct-18,The Hate U Give,23,29,35,6,"[crime, drama]"
991,80,10-Jan-14,Her,23,25,48,23,"[romance, sci-fi, drama]"
992,80,10-Jan-14,Her,23,25,48,23,"[romance, sci-fi, drama]"
993,83,20-Jan-12,Haywire,23,18,36,18,"[action, thriller, mystery]"
994,86,26-Feb-16,Eddie the Eagle,23,15,45,30,"[comedy, drama, history, adventure]"
995,3,18-Nov-16,Nocturnal Animals,22,10,32,22,"[drama, thriller]"
996,3,18-Nov-16,Nocturnal Animals,22,10,32,22,"[drama, thriller]"
997,4,24-Apr-15,The Water Diviner,22,4,31,27,"[war, drama]"
998,5,13-Jul-90,Ghost,22,217,517,300,"[family, comedy]"
999,11,28-Feb-14,Son of God,22,59,70,11,[drama]
1000,13,8-Aug-14,The Hundred-Foot Journey,22,54,94,40,[drama]
1001,17,3-Aug-12,Diary of a Wimpy Kid: Dog Days,22,49,77,28,"[comedy, family]"
1002,19,11-Nov-05,Derailed,22,36,57,21,"[drama, thriller]"
1003,21,22-Nov-13,Delivery Man,22,30,70,40,[comedy]
1004,22,5-Feb-16,"Hail, Caesar!",22,30,64,34,"[comedy, drama, mystery]"
1005,27,19-May-17,Diary of a Wimpy Kid: The Long Haul,22,20,35,15,"[comedy, family]"
1006,29,27-Nov-13,Homefront,22,20,51,31,"[action, thriller]"
1007,34,4-Sep-15,The Transporter Refueled,22,16,69,53,"[thriller, action, crime, mystery]"
1008,37,22-Aug-12,Hit & Run,22,13,17,4,"[action, comedy, romance]"
1009,40,17-Nov-17,"Roman J. Israel, Esq.",22,11,12,1,[drama]
1010,40,17-Nov-17,"Roman J. Israel, Esq.",22,11,12,1,[drama]
1011,41,4-Dec-13,Out of the Furnace,22,11,15,4,"[thriller, drama, crime]"
1012,49,31-Oct-14,Before I Go to Sleep,22,3,19,16,"[mystery, thriller]"
1013,50,8-Oct-10,Stone,22,1,4,3,"[drama, thriller]"
1014,50,8-Oct-10,Stone,22,1,4,3,"[thriller, drama]"
1015,58,22-Jun-12,To Rome with Love,21,16,74,58,"[romance, comedy, drama]"
1016,59,16-Nov-12,Silver Linings Playbook,21,132,236,104,"[drama, comedy, romance]"
1017,60,6-Apr-18,Blockers,21,60,94,34,[comedy]
1018,64,16-Apr-10,Death at a Funeral,21,42,48,6,[comedy]
1019,53,17-Aug-07,Death at a Funeral,20,8,46,38,[comedy]
1020,67,5-Nov-10,For Colored Girls,21,37,38,1,[drama]
1021,69,4-Aug-17,Kidnap,21,30,34,4,"[drama, thriller]"
1022,72,9-Dec-11,Tinker Tailor Soldier Spy,21,24,81,57,"[drama, thriller, mystery]"
1023,90,16-Nov-77,Close Encounters of the Third Kind,20,169,340,171,"[sci-fi, drama]"
1024,92,9-Dec-16,La La Land,20,151,426,275,"[comedy, drama, romance]"
1025,92,9-Dec-16,La La Land,20,151,426,275,"[comedy, drama, romance]"
1026,93,19-Jul-13,The Conjuring,20,137,318,181,"[horror, thriller]"
1027,95,17-Nov-17,Wonder,20,132,304,172,"[drama, family]"
1028,95,17-Nov-17,Wonder,20,132,304,172,"[drama, family]"
1029,98,15-Oct-10,Jackass 3D,20,117,171,54,"[comedy, documentary, action]"
1030,99,29-Jul-16,Bad Moms,20,113,180,67,[comedy]
1031,3,2-Jul-14,Tammy,20,84,96,12,[comedy]
1032,5,16-Nov-11,The Descendants,20,82,175,93,"[comedy, drama]"
1033,15,31-Mar-10,The Last Song,20,62,92,30,"[drama, family, romance]"
1034,18,18-Oct-13,12 Years a Slave,20,56,181,125,"[drama, history]"
1035,20,3-Jun-16,Me Before You,20,56,208,152,"[drama, romance]"
1036,24,14-Sep-18,A Simple Favor,20,53,97,44,"[thriller, crime, mystery, comedy, drama]"
1037,25,9-Jan-15,Selma,20,52,66,14,"[history, drama]"
1038,30,16-Mar-07,Premonition,20,47,81,34,[]
1039,32,4-Feb-05,Boogeyman,20,46,67,21,[horror]
1040,34,6-Nov-15,Spotlight,20,45,92,47,"[drama, thriller, history]"
1041,34,6-Nov-15,Spotlight,20,45,92,47,"[drama, thriller, history]"
1042,34,6-Nov-15,Spotlight,20,45,92,47,[]
1043,35,30-Mar-18,Acrimony,20,43,46,3,"[drama, thriller]"
1044,36,26-Jun-15,Max,20,42,43,1,"[adventure, drama, family]"
1045,39,17-Nov-17,The Star,20,40,62,22,"[comedy, adventure, family, fantasy, animation]"
1046,43,27-Jul-16,Nerve,20,38,70,32,"[comedy, drama]"
1047,43,27-Jul-16,Nerve,20,38,70,32,"[comedy, drama]"
1048,43,27-Jul-16,Nerve,20,38,70,32,"[mystery, adventure, crime]"
1049,48,19-Feb-16,Risen,20,36,46,10,"[drama, history]"
1050,49,18-Aug-10,Vampires Suck,20,36,81,45,"[comedy, horror]"
1051,51,1-Sep-10,The American,20,35,67,32,"[crime, drama, thriller]"
1052,55,4-Jan-13,Texas Chainsaw 3D,20,34,47,13,"[horror, thriller]"
1053,62,12-Mar-10,She's Out of My League,20,32,48,16,"[comedy, romance]"
1054,63,26-Nov-08,Milk,20,31,57,26,[documentary]
1055,63,26-Nov-08,Milk,20,31,57,26,"[action, adventure, comedy]"
1056,63,26-Nov-08,Milk,20,31,57,26,[horror]
1057,65,31-Aug-11,The Debt,20,31,46,15,"[drama, thriller]"
1058,76,23-Aug-13,The World's End,20,26,47,21,"[comedy, action, sci-fi]"
1059,78,24-Sep-10,You Again,20,25,32,7,"[comedy, romance]"
1060,81,25-Dec-18,On the Basis of Sex,20,24,38,14,"[drama, history]"
1061,82,14-Feb-14,Endless Love,20,23,34,11,"[drama, romance]"
1062,83,8-Sep-06,The Covenant,20,23,38,15,[horror]
1063,84,1-Jul-11,Monte Carlo,20,23,39,16,"[adventure, comedy, romance]"
1064,87,16-Jun-17,Rough Night,20,22,46,24,"[drama, comedy]"
1065,94,20-Nov-15,Secret in Their Eyes,20,20,32,12,"[crime, drama, mystery, thriller]"
1066,94,20-Nov-15,Secret in Their Eyes,20,20,32,12,"[crime, drama, mystery, thriller]"
1067,5,26-Oct-12,Silent Hill: Revelation 3D,20,17,55,38,"[thriller, horror, mystery]"
1068,11,29-Sep-17,Flatliners,20,16,45,29,"[drama, sci-fi]"
1069,22,13-Apr-12,Lockout,20,14,33,19,"[action, thriller, sci-fi]"
1070,24,30-Sep-11,What's Your Number?,20,14,30,16,"[comedy, romance]"
1071,27,30-Oct-15,Burnt,20,13,36,23,"[drama, comedy]"
1072,27,30-Oct-15,Burnt,20,13,36,23,"[drama, comedy]"
1073,33,26-Feb-16,Triple 9,20,12,25,13,"[action, thriller, mystery]"
1074,34,2-Sep-16,The Light Between Oceans,20,12,22,10,"[drama, romance]"
1075,38,1-Oct-10,Let Me In,20,12,28,16,"[drama, horror, mystery]"
1076,38,1-Oct-10,Let Me In,20,12,28,16,[drama]
1077,51,20-Sep-13,Battle of the Year,20,8,16,8,"[music, drama]"
1078,56,12-Dec-14,Inherent Vice,20,8,14,6,"[comedy, romance, crime, drama, mystery]"
1079,56,12-Dec-14,Inherent Vice,20,8,14,6,"[comedy, romance, crime, drama, mystery]"
1080,58,11-Oct-13,Machete Kills,20,8,18,10,"[action, crime, thriller]"
1081,65,24-Apr-15,Little Boy,20,6,17,11,"[comedy, drama, war]"
1082,67,26-Oct-12,Chasing Mavericks,20,6,8,2,[drama]
1083,68,31-Dec-14,A Most Violent Year,20,5,8,3,"[crime, drama, thriller]"
1084,68,31-Dec-14,A Most Violent Year,20,5,8,3,"[crime, drama, thriller]"
1085,69,23-Nov-11,A Dangerous Method,20,5,14,9,"[drama, thriller]"
1086,74,26-Aug-16,Hands of Stone,20,4,5,1,[drama]
1087,78,7-Sep-12,The Cold Light of Day,20,3,25,22,"[action, thriller, mystery]"
1088,81,26-Oct-18,Suspiria,20,2,7,5,"[horror, fantasy]"
1089,84,19-Mar-04,Bon Voyage,20,2,8,6,[documentary]
1090,84,19-Mar-04,Bon Voyage,20,2,8,6,[drama]
1091,90,29-Apr-11,Dylan Dog: Dead of Night,20,1,6,5,"[action, comedy, horror, mystery, sci-fi, thriller]"
1092,19,1-Dec-17,The Shape of Water,19,63,195,132,"[drama, fantasy, romance]"
1093,19,1-Dec-17,The Shape of Water,19,63,195,132,"[drama, fantasy, romance]"
1094,23,29-Jul-11,The Devil's Double,19,1,5,4,"[drama, action, thriller, crime, war]"
1095,27,24-Jun-11,Bad Teacher,19,100,215,115,[comedy]
1096,28,12-Aug-16,Sausage Party,19,97,141,44,"[adventure, animation, comedy, fantasy]"
1097,36,26-Feb-10,The Crazies,19,39,56,17,"[mystery, horror, action]"
1098,39,20-Aug-10,The Switch,19,27,49,22,"[comedy, romance, drama]"
1099,40,8-Jan-10,Leap Year,19,25,32,7,"[romance, comedy]"
1100,40,8-Jan-10,Leap Year,19,25,32,7,"[drama, comedy, romance]"
1101,41,8-Nov-13,The Book Thief,19,21,76,55,[drama]
1102,48,4-Mar-11,Take Me Home Tonight,19,6,7,1,"[comedy, drama, romance]"
1103,64,9-May-14,Neighbors,18,150,270,120,[comedy]
1104,67,3-Jun-88,Big,18,114,151,37,"[fantasy, drama, comedy, romance, family]"
1105,67,3-Jun-88,Big,18,114,151,37,"[fantasy, drama, comedy, romance, family]"
1106,77,25-Mar-16,My Big Fat Greek Wedding 2,18,59,92,33,"[romance, comedy, family]"
1107,78,11-Sep-15,The Perfect Guy,18,57,60,3,"[drama, thriller]"
1108,80,25-Mar-11,Diary of a Wimpy Kid: Rodrick Rules,18,52,73,21,"[family, comedy]"
1109,83,8-Apr-11,Soul Surfer,18,43,47,4,"[family, action, drama]"
1110,85,29-Jun-18,Uncle Drew,18,42,46,4,[comedy]
1111,90,26-Jul-13,Blue Jasmine,18,33,102,69,"[comedy, drama]"
1112,92,5-Dec-03,Honey,18,30,62,32,[drama]
1113,93,14-Oct-05,The Fog,18,29,37,8,"[drama, war, sci-fi]"
1114,95,7-Aug-15,Ricki and the Flash,18,26,41,15,"[comedy, drama, music]"
1115,98,13-Nov-15,Love the Coopers,18,26,42,16,"[comedy, family, drama]"
1116,4,28-Apr-17,The Circle,18,20,40,20,"[drama, fantasy, mystery, thriller]"
1117,4,28-Apr-17,The Circle,18,20,40,20,"[drama, thriller, sci-fi]"
1118,6,5-Nov-10,127 Hours,18,18,60,42,"[adventure, drama, thriller]"
1119,9,15-Jan-16,Norm of the North,18,17,30,13,"[adventure, animation, comedy, family]"
1120,11,16-Aug-13,Jobs,18,16,43,27,"[drama, history]"
1121,14,25-Jul-14,And So It Goes,18,15,17,2,"[comedy, drama, romance]"
1122,19,31-Jan-14,Labor Day,18,13,14,1,[drama]
1123,20,30-Aug-13,Getaway,18,10,11,1,"[action, crime]"
1124,31,20-Aug-10,Mao's Last Dancer,18,4,25,21,"[drama, romance]"
1125,33,11-Apr-14,The Railway Man,18,4,23,19,"[drama, history]"
1126,35,18-Mar-16,Midnight Special,18,3,7,4,"[adventure, drama, sci-fi]"
1127,36,25-Nov-16,Miss Sloane,18,3,7,4,"[drama, thriller]"
1128,36,25-Nov-16,Miss Sloane,18,3,7,4,"[drama, thriller]"
1129,66,6-Apr-18,A Quiet Place,17,188,334,146,"[drama, horror, thriller, sci-fi]"
1130,73,15-Nov-13,The Best Man Holiday,17,70,72,2,[comedy]
1131,75,28-Sep-12,Pitch Perfect,17,65,116,51,"[comedy, music, romance]"
1132,77,5-Apr-13,Evil Dead,17,54,97,43,[horror]
1133,80,20-Feb-15,"McFarland, USA",17,44,45,1,[drama]
1134,87,4-Mar-11,Beastly,17,27,38,11,"[drama, fantasy, romance, sci-fi]"
1135,4,24-Aug-12,The Apparition,17,4,10,6,"[horror, thriller]"
1136,4,24-Aug-12,The Apparition,17,4,10,6,[drama]
1137,10,10-Jun-16,Genius,17,1,7,6,"[drama, history]"
1138,17,11-Mar-16,The Young Messiah,16,6,7,1,[drama]
1139,22,18-Aug-06,The Illusionist,16,39,83,44,"[animation, drama]"
1140,33,25-May-12,Moonrise Kingdom,16,45,68,23,"[comedy, drama, romance]"
1141,34,25-Nov-11,The Artist,16,44,128,84,"[drama, comedy, romance]"
1142,39,4-Feb-11,The Roommate,16,37,52,15,"[thriller, drama, horror]"
1143,51,12-Mar-10,Remember Me,16,19,56,37,"[drama, romance]"
1144,57,3-Oct-14,Left Behind,16,14,20,6,"[thriller, action, sci-fi]"
1145,65,18-Nov-16,Bleed for This,16,5,6,1,[drama]
1146,65,18-Nov-16,Bleed for This,16,5,6,1,[drama]
1147,70,14-Nov-14,The Homesman,16,2,8,6,"[western, drama]"
1148,71,5-Apr-13,Trance,16,2,22,20,"[thriller, crime, drama, mystery]"
1149,72,16-May-14,The Immigrant,16,2,7,5,"[drama, romance]"
1150,83,21-Dec-18,Second Act,15,39,63,24,"[romance, comedy]"
1151,93,5-Dec-84,Beverly Hills Cop,15,234,316,82,"[action, comedy, crime]"
1152,2,11-Aug-17,Annabelle: Creation,15,102,305,203,"[horror, mystery, thriller]"
1153,3,25-Oct-13,Jackass Presents: Bad Grandpa,15,102,160,58,[comedy]
1154,6,28-Nov-14,The Imitation Game,15,91,227,136,"[history, drama, thriller, war]"
1155,9,18-Jan-13,Mama,15,71,148,77,[horror]
1156,13,19-Mar-10,Diary of a Wimpy Kid,15,64,76,12,"[comedy, family]"
1157,15,31-Aug-07,Halloween,15,58,77,19,"[thriller, horror]"
1158,36,19-Oct-18,Halloween,10,159,254,95,"[thriller, horror]"
1159,18,3-Feb-12,The Woman in Black,15,54,128,74,"[drama, horror, thriller]"
1160,21,10-Aug-18,BlacKkKlansman,15,49,93,44,"[crime, drama]"
1161,26,22-Feb-13,Snitch,15,42,57,15,[]
1162,26,22-Feb-13,Snitch,15,42,57,15,"[thriller, drama]"
